French_Muni;Swiss_Muni;local_admin_unit_id_from;local_admin_unit_id_to;nb_vehicles
Valleiry - Savoie (Haute-) - fr-74288;Chêne-Bourg - Genève - ch-6613;fr-74288;ch-6613;7.452212367
Valleiry - Savoie (Haute-) - fr-74288;Collonge-Bellerive - Genève - ch-6616;fr-74288;ch-6616;11.0523084
Valleiry - Savoie (Haute-) - fr-74288;Cologny - Genève - ch-6617;fr-74288;ch-6617;4.35130406
Valleiry - Savoie (Haute-) - fr-74288;Confignon - Genève - ch-6618;fr-74288;ch-6618;1.936162798
Valleiry - Savoie (Haute-) - fr-74288;Dardagny - Genève - ch-6620;fr-74288;ch-6620;0.699650938
Valleiry - Savoie (Haute-) - fr-74288;Genthod - Genève - ch-6622;fr-74288;ch-6622;1.440388082
Valleiry - Savoie (Haute-) - fr-74288;Genève - Genève - ch-6621;fr-74288;ch-6621;240.324965
Valleiry - Savoie (Haute-) - fr-74288;Jussy - Genève - ch-6626;fr-74288;ch-6626;0.71607434
Valleiry - Savoie (Haute-) - fr-74288;Lancy - Genève - ch-6628;fr-74288;ch-6628;31.69744524
Valleiry - Savoie (Haute-) - fr-74288;Le Grand-Saconnex - Genève - ch-6623;fr-74288;ch-6623;12.42763216
Valleiry - Savoie (Haute-) - fr-74288;Meinier - Genève - ch-6629;fr-74288;ch-6629;1.873094273
Valleiry - Savoie (Haute-) - fr-74288;Meyrin - Genève - ch-6630;fr-74288;ch-6630;70.41570658
Valleiry - Savoie (Haute-) - fr-74288;Onex - Genève - ch-6631;fr-74288;ch-6631;5.475692974
Valleiry - Savoie (Haute-) - fr-74288;Perly-Certoux - Genève - ch-6632;fr-74288;ch-6632;4.371709988
Valleiry - Savoie (Haute-) - fr-74288;Plan-les-Ouates - Genève - ch-6633;fr-74288;ch-6633;43.22275613
Valleiry - Savoie (Haute-) - fr-74288;Pregny-Chambésy - Genève - ch-6634;fr-74288;ch-6634;0.881215694
Valleiry - Savoie (Haute-) - fr-74288;Satigny - Genève - ch-6638;fr-74288;ch-6638;24.31276307
Valleiry - Savoie (Haute-) - fr-74288;Thônex - Genève - ch-6640;fr-74288;ch-6640;8.42224439
Valleiry - Savoie (Haute-) - fr-74288;Troinex - Genève - ch-6641;fr-74288;ch-6641;1.088524006
Valleiry - Savoie (Haute-) - fr-74288;Vandoeuvres - Genève - ch-6642;fr-74288;ch-6642;1.233522869
Valleiry - Savoie (Haute-) - fr-74288;Vernier - Genève - ch-6643;fr-74288;ch-6643;37.82893781
Valleiry - Savoie (Haute-) - fr-74288;Versoix - Genève - ch-6644;fr-74288;ch-6644;6.201829726
Valleiry - Savoie (Haute-) - fr-74288;Veyrier - Genève - ch-6645;fr-74288;ch-6645;4.583768277
Valleiry - Savoie (Haute-) - fr-74288;Aubonne - Vaud - ch-5422;fr-74288;ch-5422;1.5296626
Valleiry - Savoie (Haute-) - fr-74288;Ballaigues - Vaud - ch-5744;fr-74288;ch-5744;1.60233994
Valleiry - Savoie (Haute-) - fr-74288;Bussigny - Vaud - ch-5624;fr-74288;ch-5624;1.293537812
Valleiry - Savoie (Haute-) - fr-74288;Chavannes-de-Bogis - Vaud - ch-5707;fr-74288;ch-5707;1.352126847
Valleiry - Savoie (Haute-) - fr-74288;Crissier - Vaud - ch-5583;fr-74288;ch-5583;2.44104671
Valleiry - Savoie (Haute-) - fr-74288;Ecublens (VD) - Vaud - ch-5635;fr-74288;ch-5635;2.362536739
Valleiry - Savoie (Haute-) - fr-74288;Etoy - Vaud - ch-5636;fr-74288;ch-5636;0.91790031
Valleiry - Savoie (Haute-) - fr-74288;Eysins - Vaud - ch-5716;fr-74288;ch-5716;1.290907924
Valleiry - Savoie (Haute-) - fr-74288;Genolier - Vaud - ch-5718;fr-74288;ch-5718;0.666259333
Valleiry - Savoie (Haute-) - fr-74288;Gland - Vaud - ch-5721;fr-74288;ch-5721;2.907032009
Valleiry - Savoie (Haute-) - fr-74288;L'Abbaye - Vaud - ch-5871;fr-74288;ch-5871;0.631547301
Valleiry - Savoie (Haute-) - fr-74288;Lausanne - Vaud - ch-5586;fr-74288;ch-5586;17.78031958
Valleiry - Savoie (Haute-) - fr-74288;Le Lieu - Vaud - ch-5873;fr-74288;ch-5873;0.774008042
Valleiry - Savoie (Haute-) - fr-74288;Le Mont-sur-Lausanne - Vaud - ch-5587;fr-74288;ch-5587;0.826631468
Valleiry - Savoie (Haute-) - fr-74288;Mies - Vaud - ch-5723;fr-74288;ch-5723;0.682167364
Valleiry - Savoie (Haute-) - fr-74288;Montreux - Vaud - ch-5886;fr-74288;ch-5886;1.608842159
Valleiry - Savoie (Haute-) - fr-74288;Morges - Vaud - ch-5642;fr-74288;ch-5642;2.025306745
Valleiry - Savoie (Haute-) - fr-74288;Nyon - Vaud - ch-5724;fr-74288;ch-5724;8.220484559
Valleiry - Savoie (Haute-) - fr-74288;Orbe - Vaud - ch-5757;fr-74288;ch-5757;2.126106714
Valleiry - Savoie (Haute-) - fr-74288;Prangins - Vaud - ch-5725;fr-74288;ch-5725;1.82662501
Valleiry - Savoie (Haute-) - fr-74288;Prilly - Vaud - ch-5589;fr-74288;ch-5589;1.05723472
Valleiry - Savoie (Haute-) - fr-74288;Renens (VD) - Vaud - ch-5591;fr-74288;ch-5591;1.65438913
Valleiry - Savoie (Haute-) - fr-74288;Rennaz - Vaud - ch-5412;fr-74288;ch-5412;0.763631082
Valleiry - Savoie (Haute-) - fr-74288;Rolle - Vaud - ch-5861;fr-74288;ch-5861;1.279844183
Valleiry - Savoie (Haute-) - fr-74288;Saint-Prex - Vaud - ch-5646;fr-74288;ch-5646;1.174569579
Valleiry - Savoie (Haute-) - fr-74288;Tolochenaz - Vaud - ch-5649;fr-74288;ch-5649;0.706527336
Valleiry - Savoie (Haute-) - fr-74288;Vallorbe - Vaud - ch-5764;fr-74288;ch-5764;1.288467264
Valleiry - Savoie (Haute-) - fr-74288;Vevey - Vaud - ch-5890;fr-74288;ch-5890;1.125622667
Valleiry - Savoie (Haute-) - fr-74288;Villeneuve (VD) - Vaud - ch-5414;fr-74288;ch-5414;1.109074681
Valleiry - Savoie (Haute-) - fr-74288;Yverdon-les-Bains - Vaud - ch-5938;fr-74288;ch-5938;5.037970143
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Carouge (GE) - Genève - ch-6608;fr-74289;ch-6608;3.556254624
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Genève - Genève - ch-6621;fr-74289;ch-6621;12.71547735
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Lancy - Genève - ch-6628;fr-74289;ch-6628;1.677096456
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Le Grand-Saconnex - Genève - ch-6623;fr-74289;ch-6623;0.657539991
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Meyrin - Genève - ch-6630;fr-74289;ch-6630;3.725660887
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Plan-les-Ouates - Genève - ch-6633;fr-74289;ch-6633;2.286895066
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Satigny - Genève - ch-6638;fr-74289;ch-6638;1.286376504
Vallières-sur-Fier - Savoie (Haute-) - fr-74289;Vernier - Genève - ch-6643;fr-74289;ch-6643;2.001510754
Vanzy - Savoie (Haute-) - fr-74291;Carouge (GE) - Genève - ch-6608;fr-74291;ch-6608;3.035169281
Vanzy - Savoie (Haute-) - fr-74291;Genève - Genève - ch-6621;fr-74291;ch-6621;10.85232368
Vanzy - Savoie (Haute-) - fr-74291;Lancy - Genève - ch-6628;fr-74291;ch-6628;1.431357477
Vanzy - Savoie (Haute-) - fr-74291;Meyrin - Genève - ch-6630;fr-74291;ch-6630;3.179753047
Vanzy - Savoie (Haute-) - fr-74291;Plan-les-Ouates - Genève - ch-6633;fr-74291;ch-6633;1.951804465
Vanzy - Savoie (Haute-) - fr-74291;Satigny - Genève - ch-6638;fr-74291;ch-6638;1.09788833
Vanzy - Savoie (Haute-) - fr-74291;Vernier - Genève - ch-6643;fr-74291;ch-6643;1.708236502
Vanzy - Savoie (Haute-) - fr-74291;Lausanne - Vaud - ch-5586;fr-74291;ch-5586;0.802903615
Vaulx - Savoie (Haute-) - fr-74292;Carouge (GE) - Genève - ch-6608;fr-74292;ch-6608;2.250176278
Vaulx - Savoie (Haute-) - fr-74292;Genève - Genève - ch-6621;fr-74292;ch-6621;8.045561562
Vaulx - Savoie (Haute-) - fr-74292;Lancy - Genève - ch-6628;fr-74292;ch-6628;1.06116211
Vaulx - Savoie (Haute-) - fr-74292;Meyrin - Genève - ch-6630;fr-74292;ch-6630;2.357366003
Vaulx - Savoie (Haute-) - fr-74292;Plan-les-Ouates - Genève - ch-6633;fr-74292;ch-6633;1.447004664
Vaulx - Savoie (Haute-) - fr-74292;Satigny - Genève - ch-6638;fr-74292;ch-6638;0.813938877
Vaulx - Savoie (Haute-) - fr-74292;Vernier - Genève - ch-6643;fr-74292;ch-6643;1.266431259
Vaulx - Savoie (Haute-) - fr-74292;Lausanne - Vaud - ch-5586;fr-74292;ch-5586;0.595246756
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Aire-la-Ville - Genève - ch-6601;fr-74293;ch-6601;0.43829994
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Anières - Genève - ch-6602;fr-74293;ch-6602;0.583062358
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Bardonnex - Genève - ch-6605;fr-74293;ch-6605;1.521706437
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Bellevue - Genève - ch-6606;fr-74293;ch-6606;2.050884485
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Bernex - Genève - ch-6607;fr-74293;ch-6607;2.810549749
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Carouge (GE) - Genève - ch-6608;fr-74293;ch-6608;43.1119904
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Cartigny - Genève - ch-6609;fr-74293;ch-6609;0.445981587
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Chêne-Bougeries - Genève - ch-6612;fr-74293;ch-6612;4.943993258
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Chêne-Bourg - Genève - ch-6613;fr-74293;ch-6613;4.779959633
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Collonge-Bellerive - Genève - ch-6616;fr-74293;ch-6616;7.089114671
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Cologny - Genève - ch-6617;fr-74293;ch-6617;2.790991015
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Confignon - Genève - ch-6618;fr-74293;ch-6618;1.241883559
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Dardagny - Genève - ch-6620;fr-74293;ch-6620;0.448766497
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Genthod - Genève - ch-6622;fr-74293;ch-6622;0.923886297
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Genève - Genève - ch-6621;fr-74293;ch-6621;154.1479999
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Jussy - Genève - ch-6626;fr-74293;ch-6626;0.459300711
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Lancy - Genève - ch-6628;fr-74293;ch-6628;20.3312119
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Le Grand-Saconnex - Genève - ch-6623;fr-74293;ch-6623;7.971267744
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Meinier - Genève - ch-6629;fr-74293;ch-6629;1.201430471
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Meyrin - Genève - ch-6630;fr-74293;ch-6630;45.16567945
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Onex - Genève - ch-6631;fr-74293;ch-6631;3.512190755
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Perly-Certoux - Genève - ch-6632;fr-74293;ch-6632;2.80407968
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Plan-les-Ouates - Genève - ch-6633;fr-74293;ch-6633;27.72371738
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Pregny-Chambésy - Genève - ch-6634;fr-74293;ch-6634;0.565224827
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Satigny - Genève - ch-6638;fr-74293;ch-6638;15.59456713
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Thônex - Genève - ch-6640;fr-74293;ch-6640;5.402152571
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Troinex - Genève - ch-6641;fr-74293;ch-6641;0.698195455
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Vandoeuvres - Genève - ch-6642;fr-74293;ch-6642;0.791199879
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Vernier - Genève - ch-6643;fr-74293;ch-6643;24.26404224
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Versoix - Genève - ch-6644;fr-74293;ch-6644;3.977945646
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Veyrier - Genève - ch-6645;fr-74293;ch-6645;2.940097014
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Aigle - Vaud - ch-5401;fr-74293;ch-5401;0.631890234
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Aubonne - Vaud - ch-5422;fr-74293;ch-5422;0.981148298
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Ballaigues - Vaud - ch-5744;fr-74293;ch-5744;1.027764623
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Bussigny - Vaud - ch-5624;fr-74293;ch-5624;0.829694354
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Chavannes-de-Bogis - Vaud - ch-5707;fr-74293;ch-5707;0.867274231
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Crissier - Vaud - ch-5583;fr-74293;ch-5583;1.565723595
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Ecublens (VD) - Vaud - ch-5635;fr-74293;ch-5635;1.515366134
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Etoy - Vaud - ch-5636;fr-74293;ch-5636;0.588754884
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Eysins - Vaud - ch-5716;fr-74293;ch-5716;0.828007505
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Genolier - Vaud - ch-5718;fr-74293;ch-5718;0.427348626
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Gland - Vaud - ch-5721;fr-74293;ch-5721;1.864613482
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Lausanne - Vaud - ch-5586;fr-74293;ch-5586;11.40456091
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Le Chenit - Vaud - ch-5872;fr-74293;ch-5872;5.991376404
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Le Mont-sur-Lausanne - Vaud - ch-5587;fr-74293;ch-5587;0.530213694
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Mies - Vaud - ch-5723;fr-74293;ch-5723;0.437552273
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Montreux - Vaud - ch-5886;fr-74293;ch-5886;1.031935242
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Morges - Vaud - ch-5642;fr-74293;ch-5642;1.29906181
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Nyon - Vaud - ch-5724;fr-74293;ch-5724;5.272740821
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Orbe - Vaud - ch-5757;fr-74293;ch-5757;1.363716406
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Prangins - Vaud - ch-5725;fr-74293;ch-5725;1.171624396
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Prilly - Vaud - ch-5589;fr-74293;ch-5589;0.678126043
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Renens (VD) - Vaud - ch-5591;fr-74293;ch-5591;1.061149746
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Rennaz - Vaud - ch-5412;fr-74293;ch-5412;0.489804311
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Rolle - Vaud - ch-5861;fr-74293;ch-5861;0.820911057
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Saint-Prex - Vaud - ch-5646;fr-74293;ch-5646;0.753386363
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Tolochenaz - Vaud - ch-5649;fr-74293;ch-5649;0.453177121
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Vallorbe - Vaud - ch-5764;fr-74293;ch-5764;0.826442029
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Vevey - Vaud - ch-5890;fr-74293;ch-5890;0.721991088
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Villeneuve (VD) - Vaud - ch-5414;fr-74293;ch-5414;0.711376963
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Yverdon-les-Bains - Vaud - ch-5938;fr-74293;ch-5938;3.231428833
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Monthey - Valais - ch-6153;fr-74293;ch-6153;1.329612173
Veigy-Foncenex - Savoie (Haute-) - fr-74293;Vouvry - Valais - ch-6159;fr-74293;ch-6159;0.489068561
Verchaix - Savoie (Haute-) - fr-74294;Carouge (GE) - Genève - ch-6608;fr-74294;ch-6608;0.891747942
Verchaix - Savoie (Haute-) - fr-74294;Genève - Genève - ch-6621;fr-74294;ch-6621;3.188467068
Verchaix - Savoie (Haute-) - fr-74294;Meyrin - Genève - ch-6630;fr-74294;ch-6630;0.934227376
Verchaix - Savoie (Haute-) - fr-74294;Plan-les-Ouates - Genève - ch-6633;fr-74294;ch-6633;0.573449931
La Vernaz - Savoie (Haute-) - fr-74295;Carouge (GE) - Genève - ch-6608;fr-74295;ch-6608;0.650907156
La Vernaz - Savoie (Haute-) - fr-74295;Genève - Genève - ch-6621;fr-74295;ch-6621;2.327334817
La Vernaz - Savoie (Haute-) - fr-74295;Meyrin - Genève - ch-6630;fr-74295;ch-6630;0.681913864
Vers - Savoie (Haute-) - fr-74296;Bellevue - Genève - ch-6606;fr-74296;ch-6606;0.645622887
Vers - Savoie (Haute-) - fr-74296;Bernex - Genève - ch-6607;fr-74296;ch-6607;0.88476716
Vers - Savoie (Haute-) - fr-74296;Carouge (GE) - Genève - ch-6608;fr-74296;ch-6608;13.57174814
Vers - Savoie (Haute-) - fr-74296;Chêne-Bougeries - Genève - ch-6612;fr-74296;ch-6612;1.556379807
Vers - Savoie (Haute-) - fr-74296;Chêne-Bourg - Genève - ch-6613;fr-74296;ch-6613;1.504741666
Vers - Savoie (Haute-) - fr-74296;Collonge-Bellerive - Genève - ch-6616;fr-74296;ch-6616;2.231668683
Vers - Savoie (Haute-) - fr-74296;Cologny - Genève - ch-6617;fr-74296;ch-6617;0.878610028
Vers - Savoie (Haute-) - fr-74296;Genève - Genève - ch-6621;fr-74296;ch-6621;48.52612491
Vers - Savoie (Haute-) - fr-74296;Lancy - Genève - ch-6628;fr-74296;ch-6628;6.400309628
Vers - Savoie (Haute-) - fr-74296;Le Grand-Saconnex - Genève - ch-6623;fr-74296;ch-6623;2.509372385
Vers - Savoie (Haute-) - fr-74296;Meyrin - Genève - ch-6630;fr-74296;ch-6630;14.21825391
Vers - Savoie (Haute-) - fr-74296;Onex - Genève - ch-6631;fr-74296;ch-6631;1.105645272
Vers - Savoie (Haute-) - fr-74296;Perly-Certoux - Genève - ch-6632;fr-74296;ch-6632;0.882730369
Vers - Savoie (Haute-) - fr-74296;Plan-les-Ouates - Genève - ch-6633;fr-74296;ch-6633;8.727486397
Vers - Savoie (Haute-) - fr-74296;Satigny - Genève - ch-6638;fr-74296;ch-6638;4.909203577
Vers - Savoie (Haute-) - fr-74296;Thônex - Genève - ch-6640;fr-74296;ch-6640;1.700609353
Vers - Savoie (Haute-) - fr-74296;Vernier - Genève - ch-6643;fr-74296;ch-6643;7.638373156
Vers - Savoie (Haute-) - fr-74296;Versoix - Genève - ch-6644;fr-74296;ch-6644;1.252265922
Vers - Savoie (Haute-) - fr-74296;Veyrier - Genève - ch-6645;fr-74296;ch-6645;0.925548921
Vers - Savoie (Haute-) - fr-74296;Gland - Vaud - ch-5721;fr-74296;ch-5721;0.586984371
Vers - Savoie (Haute-) - fr-74296;Lausanne - Vaud - ch-5586;fr-74296;ch-5586;3.590180525
Vers - Savoie (Haute-) - fr-74296;Le Chenit - Vaud - ch-5872;fr-74296;ch-5872;1.886098294
Vers - Savoie (Haute-) - fr-74296;Nyon - Vaud - ch-5724;fr-74296;ch-5724;1.659870253
Vers - Savoie (Haute-) - fr-74296;Yverdon-les-Bains - Vaud - ch-5938;fr-74296;ch-5938;1.01726081
Versonnex - Savoie (Haute-) - fr-74297;Carouge (GE) - Genève - ch-6608;fr-74297;ch-6608;1.451209578
Versonnex - Savoie (Haute-) - fr-74297;Genève - Genève - ch-6621;fr-74297;ch-6621;5.188836142
Versonnex - Savoie (Haute-) - fr-74297;Lancy - Genève - ch-6628;fr-74297;ch-6628;0.684376879
Versonnex - Savoie (Haute-) - fr-74297;Meyrin - Genève - ch-6630;fr-74297;ch-6630;1.520339609
Versonnex - Savoie (Haute-) - fr-74297;Plan-les-Ouates - Genève - ch-6633;fr-74297;ch-6633;0.933218899
Versonnex - Savoie (Haute-) - fr-74297;Vernier - Genève - ch-6643;fr-74297;ch-6643;0.81676142
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Aire-la-Ville - Genève - ch-6601;fr-74298;ch-6601;0.911642732
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Anières - Genève - ch-6602;fr-74298;ch-6602;1.212741578
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Bardonnex - Genève - ch-6605;fr-74298;ch-6605;3.165075986
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Bellevue - Genève - ch-6606;fr-74298;ch-6606;4.265740799
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Bernex - Genève - ch-6607;fr-74298;ch-6607;5.845807904
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Carouge (GE) - Genève - ch-6608;fr-74298;ch-6608;89.67086041
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Cartigny - Genève - ch-6609;fr-74298;ch-6609;0.927620188
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Chêne-Bougeries - Genève - ch-6612;fr-74298;ch-6612;10.28326749
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Chêne-Bourg - Genève - ch-6613;fr-74298;ch-6613;9.942085463
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Collonge-Bellerive - Genève - ch-6616;fr-74298;ch-6616;14.74501655
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Cologny - Genève - ch-6617;fr-74298;ch-6617;5.80512668
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Confignon - Genève - ch-6618;fr-74298;ch-6618;2.583057897
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Corsier (GE) - Genève - ch-6619;fr-74298;ch-6619;0.527608139
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Dardagny - Genève - ch-6620;fr-74298;ch-6620;0.933412667
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Genthod - Genève - ch-6622;fr-74298;ch-6622;1.921638931
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Genève - Genève - ch-6621;fr-74298;ch-6621;320.6204042
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Hermance - Genève - ch-6625;fr-74298;ch-6625;0.587308299
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Jussy - Genève - ch-6626;fr-74298;ch-6626;0.955323324
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Lancy - Genève - ch-6628;fr-74298;ch-6628;42.28794002
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Le Grand-Saconnex - Genève - ch-6623;fr-74298;ch-6623;16.57985239
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Meinier - Genève - ch-6629;fr-74298;ch-6629;2.498917426
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Meyrin - Genève - ch-6630;fr-74298;ch-6630;93.94243458
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Onex - Genève - ch-6631;fr-74298;ch-6631;7.30518735
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Perly-Certoux - Genève - ch-6632;fr-74298;ch-6632;5.832350472
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Plan-les-Ouates - Genève - ch-6633;fr-74298;ch-6633;57.66399483
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Pregny-Chambésy - Genève - ch-6634;fr-74298;ch-6634;1.175640375
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Presinge - Genève - ch-6635;fr-74298;ch-6635;0.640651622
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Puplinge - Genève - ch-6636;fr-74298;ch-6636;0.743838949
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Satigny - Genève - ch-6638;fr-74298;ch-6638;32.43594739
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Thônex - Genève - ch-6640;fr-74298;ch-6640;11.23621676
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Troinex - Genève - ch-6641;fr-74298;ch-6641;1.452212868
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Vandoeuvres - Genève - ch-6642;fr-74298;ch-6642;1.645657582
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Vernier - Genève - ch-6643;fr-74298;ch-6643;50.46803743
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Versoix - Genève - ch-6644;fr-74298;ch-6644;8.273935058
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Veyrier - Genève - ch-6645;fr-74298;ch-6645;6.115259967
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Aclens - Vaud - ch-5621;fr-74298;ch-5621;0.530483233
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Aubonne - Vaud - ch-5422;fr-74298;ch-5422;2.040741132
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Ballaigues - Vaud - ch-5744;fr-74298;ch-5744;2.137700839
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Bussigny - Vaud - ch-5624;fr-74298;ch-5624;1.725724234
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Chavannes-de-Bogis - Vaud - ch-5707;fr-74298;ch-5707;1.803888565
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Chavornay - Vaud - ch-5749;fr-74298;ch-5749;0.595140313
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Coppet - Vaud - ch-5712;fr-74298;ch-5712;0.623605875
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Corsier-sur-Vevey - Vaud - ch-5884;fr-74298;ch-5884;0.577781563
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Crissier - Vaud - ch-5583;fr-74298;ch-5583;3.25662955
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Eclépens - Vaud - ch-5482;fr-74298;ch-5482;0.685362078
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Ecublens (VD) - Vaud - ch-5635;fr-74298;ch-5635;3.151888461
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Etoy - Vaud - ch-5636;fr-74298;ch-5636;1.224581758
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Eysins - Vaud - ch-5716;fr-74298;ch-5716;1.722215669
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Founex - Vaud - ch-5717;fr-74298;ch-5717;0.630047502
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Genolier - Vaud - ch-5718;fr-74298;ch-5718;0.888864529
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;Gland - Vaud - ch-5721;fr-74298;ch-5721;3.878306099
Vétraz-Monthoux - Savoie (Haute-) - fr-74298;L'Abbaye - Vaud - ch-5871;fr-74298;ch-5871;0.842554792
